date,4919,2441,6531,2458,3532,3034,2330,2379,2451,2481
2018-11-09,30.43,32.97,42.69,51.7,101.01,98.3,207.15,104.35,51.53,21.01
2018-11-12,29.74,32.29,42.26,51.14,102.33,95.72,207.6,107.72,51.6,21.27
2018-11-13,29.74,32.41,42.02,52.82,102.77,95.72,204.01,104.35,50.91,21.31
2018-11-14,29.98,32.33,42.17,52.66,100.57,96.46,204.91,108.98,52.14,21.27
2018-11-15,29.61,32.89,42.26,52.26,102.33,94.99,207.15,108.98,52.67,21.58
2018-11-16,30.35,33.37,42.41,52.9,101.89,94.99,202.66,106.45,53.05,21.71
2018-11-19,31.5,33.61,44.5,53.06,104.52,94.99,199.08,106.45,53.74,22.64
2018-11-20,31.09,32.57,44.03,52.5,106.28,92.78,195.49,106.03,53.2,22.73
2018-11-21,31.17,32.29,44.03,51.86,110.23,93.52,196.39,105.19,53.43,22.55
2018-11-22,32.2,32.41,43.64,50.9,106.72,92.04,196.39,105.19,53.74,21.4
2018-11-23,31.38,32.33,42.79,50.58,105.84,92.78,195.94,105.61,53.36,20.7
2018-11-26,32.57,32.57,43.6,55.62,108.04,93.88,199.97,105.61,52.9,20.96
2018-11-27,34.08,32.77,44.03,55.3,112.43,94.25,200.87,106.03,52.82,21.89
2018-11-28,37.24,33.21,44.69,55.62,115.94,96.83,203.11,112.77,53.28,22.86
2018-11-29,40.36,33.37,45.55,56.26,122.97,93.52,205.35,118.66,53.13,25.11
2018-11-30,39.74,33.45,47.5,56.5,125.16,95.72,202.21,119.08,52.06,27.58
2018-12-03,39.74,34.21,49.93,58.42,131.75,105.3,210.73,124.55,53.43,28.15
2018-12-04,39.62,33.69,49.27,60.74,128.68,103.46,209.84,118.66,52.67,27.8
2018-12-05,37.65,33.17,48.41,60.5,122.53,104.56,202.66,117.82,52.21,26.7
2018-12-06,35.93,32.21,45.74,59.62,114.62,99.41,197.28,116.13,51.45,24.32
